chengshi,yijiquyu,fangzu,huxing,chaoxiang,zhuangxiu,louceng,min_time_gongjiao,min_time_zhongxue,count_zhongxue,min_time_xiaoxue,count_xiaoxue,min_time_gaoxiao,count_gaoxiao,min_time_yiyuan,count_yiyuan,min_time_jingdian,count_jingdian,min_time_kaifang,count_kaifang,min_time_xiuxian,count_xiuxian
宜昌,西陵,2500,1室1厅1卫,东,精装修,高层/共23层,298,1343,0,1034,0,1449,0,806,1,473,3,217,4,606,1
宜昌,西陵,1800,1室1厅1卫,南,精装修,高层/共28层,226,537,3,288,3,1061,0,787,2,100,11,57,19,0,7
宜昌,西陵,1300,3室2厅1卫,南北,简单装修,低层/共30层,136,1353,0,1758,0,10000,0,10000,0,10000,0,10000,0,10000,0
宜昌,西陵,3400,3室2厅2卫,东,精装修,中层/共26层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,3600,3室2厅2卫,南北,精装修,高层/共19层,114,642,2,603,3,10000,0,837,1,209,6,435,10,536,3
宜昌,西陵,1500,1室1厅1卫,南北,精装修,低层/共28层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,1999,1室1厅1卫,南,精装修,中层/共20层,143,663,3,135,2,10000,0,1327,0,455,3,307,6,785,1
宜昌,西陵,1600,1室1厅1卫,南,精装修,高层/共30层,310,941,0,364,2,1496,0,10000,0,585,5,593,4,1064,0
宜昌,西陵,550,1室0厅1卫,南北,精装修,共4层,173,798,1,221,3,416,2,948,0,48,2,48,8,916,0
宜昌,西陵,3000,3室2厅2卫,南,精装修,低层/共28层,282,802,1,635,5,1303,0,317,1,254,7,78,17,420,4
宜昌,西陵,1700,1室1厅1卫,南北,精装修,高层/共23层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,3500,3室2厅2卫,南北,精装修,中层/共12层,282,802,1,635,5,1303,0,317,1,254,7,78,17,420,4
宜昌,西陵,700,1室1厅1卫,南,精装修,共2层,14,543,3,335,4,10000,0,683,2,450,3,593,5,1036,0
宜昌,西陵,2100,3室2厅2卫,南,精装修,高层/共8层,152,433,3,435,4,10000,0,823,2,247,9,473,12,524,6
宜昌,西陵,2300,2室2厅1卫,东,简单装修,高层/共17层,48,1131,0,547,3,900,1,553,2,537,5,226,7,1108,0
宜昌,西陵,1400,1室0厅1卫,南北,精装修,中层/共32层,122,300,6,475,4,10000,0,202,4,67,12,117,10,75,3
宜昌,西陵,2000,1室1厅1卫,南,精装修,低层/共28层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,15000,9室4厅4卫,南北,精装修,共4层,242,2201,0,10000,0,10000,0,10000,0,1734,0,10000,0,10000,0
宜昌,西陵,3100,2室1厅1卫,东,精装修,低层/共32层,122,300,6,475,4,10000,0,202,4,67,12,117,10,75,3
宜昌,西陵,3000,2室2厅1卫,南,精装修,中层/共28层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,2500,2室2厅1卫,南北,精装修,中层/共25层,282,802,1,635,5,1303,0,317,1,254,7,78,17,420,4
宜昌,西陵,1400,2室2厅1卫,南北,精装修,高层/共7层,152,433,3,435,4,10000,0,823,2,247,9,473,12,524,6
宜昌,西陵,2200,2室2厅1卫,南北,精装修,中层/共27层,170,610,3,239,6,10000,0,839,2,609,3,749,4,942,0
宜昌,西陵,2000,1室1厅1卫,东,精装修,中层/共28层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,3000,3室2厅2卫,南,精装修,高层/共33层,122,300,6,475,4,10000,0,202,4,67,12,117,10,75,3
宜昌,西陵,500,1室0厅1卫,南,简单装修,中层/共14层,200,1224,0,473,2,10000,0,10000,0,440,4,660,1,1535,0
宜昌,西陵,1300,2室1厅1卫,南北,简单装修,中层/共7层,201,446,1,265,3,947,0,594,1,487,8,344,19,420,4
宜昌,西陵,3600,3室2厅2卫,南,精装修,中层/共24层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,2200,3室2厅1卫,南,精装修,中层/共8层,170,610,3,239,6,10000,0,839,2,609,3,749,4,942,0
宜昌,西陵,3500,2室2厅1卫,南北,精装修,高层/共35层,105,438,1,264,5,900,1,419,1,413,9,333,20,373,4
宜昌,西陵,2299,2室2厅1卫,南北,精装修,低层/共32层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,550,1室0厅1卫,南北,精装修,共4层,173,798,1,221,3,416,2,948,0,48,2,48,8,916,0
宜昌,西陵,1480,1室0厅1卫,东南,精装修,高层/共31层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,2500,1室1厅1卫,南北,精装修,中层/共27层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,2000,2室1厅1卫,南,精装修,高层/共18层,135,760,1,1230,0,774,2,1437,0,438,3,46,4,10000,0
宜昌,西陵,850,2室1厅1卫,南,简单装修,中层/共6层,10000,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0
宜昌,西陵,2500,3室2厅1卫,南,简单装修,高层/共37层,105,438,1,264,5,900,1,419,1,413,9,333,20,373,4
宜昌,西陵,3200,3室2厅2卫,南北,精装修,高层/共12层,282,802,1,635,5,1303,0,317,1,254,7,78,17,420,4
宜昌,西陵,130000,9室9厅9卫,南北,毛坯,共5层,242,2201,0,10000,0,10000,0,10000,0,1734,0,10000,0,10000,0
宜昌,西陵,780,1室0厅1卫,南北,精装修,中层/共30层,250,10000,0,10000,0,10000,0,10000,0,178,2,178,1,10000,0
宜昌,西陵,1500,2室2厅1卫,东南,精装修,中层/共7层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,500,1室0厅1卫,东,精装修,低层/共7层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,2500,2室2厅1卫,南,简单装修,中层/共32层,360,593,3,627,4,10000,0,590,2,348,3,491,7,1254,0
宜昌,西陵,3000,2室2厅1卫,南,精装修,中层/共28层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,1000,1室0厅1卫,南,精装修,低层/共32层,205,672,1,491,3,973,0,805,1,603,5,465,12,646,2
宜昌,西陵,2100,2室2厅1卫,北,精装修,低层/共23层,310,941,0,364,2,1496,0,10000,0,585,5,593,4,1064,0
宜昌,西陵,1300,1室1厅1卫,东,暂无信息,低层/共20层,151,303,4,409,2,10000,0,185,3,380,7,474,4,484,3
宜昌,西陵,3000,3室2厅2卫,南北,简单装修,中层/共19层,282,802,1,635,5,1303,0,317,1,254,7,78,17,420,4
宜昌,西陵,1700,3室2厅1卫,南北,精装修,高层/共7层,370,1016,0,437,1,343,2,696,1,862,1,735,5,1584,0
宜昌,西陵,1500,2室2厅1卫,南北,精装修,中层/共7层,276,803,2,654,5,10000,0,610,1,135,8,208,14,374,3
宜昌,西陵,2499,2室2厅1卫,南北,豪华装修,中层/共33层,105,438,1,264,5,900,1,419,1,413,9,333,20,373,4
宜昌,西陵,2200,2室1厅1卫,南,精装修,中层/共28层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,2500,2室2厅1卫,南,精装修,高层/共28层,251,902,0,556,2,10000,0,771,1,525,6,177,11,669,3
宜昌,西陵,2499,2室2厅1卫,南北,精装修,中层/共30层,347,362,3,432,1,10000,0,236,2,278,2,208,6,1852,0
宜昌,西陵,2666,2室2厅1卫,南北,精装修,低层/共28层,251,902,0,556,2,10000,0,771,1,525,6,177,11,669,3
宜昌,西陵,1400,2室2厅1卫,南,精装修,中层/共8层,1053,1849,0,1524,0,2100,0,10000,0,880,1,1573,0,10000,0
宜昌,西陵,850,1室0厅1卫,南北,精装修,中层/共14层,271,871,1,592,3,1039,0,1004,0,669,1,531,9,845,1
宜昌,西陵,1200,1室1厅1卫,南北,精装修,高层/共16层,135,760,1,1230,0,774,2,1437,0,438,3,46,4,10000,0
宜昌,西陵,2299,2室2厅1卫,南北,精装修,中层/共28层,170,610,3,239,6,10000,0,839,2,609,3,749,4,942,0
宜昌,西陵,2500,2室2厅1卫,东,精装修,中层/共28层,310,941,0,364,2,1496,0,10000,0,585,5,593,4,1064,0
宜昌,西陵,1500,2室2厅1卫,南,精装修,低层/共7层,152,433,3,435,4,10000,0,823,2,247,9,473,12,524,6
宜昌,西陵,1100,2室1厅1卫,南,简单装修,中层/共7层,361,812,1,723,5,1391,0,455,1,375,7,244,15,438,4
宜昌,西陵,2300,3室1厅1卫,南北,简单装修,低层/共7层,85,515,3,660,3,233,2,795,1,460,13,288,20,491,2
宜昌,西陵,2500,2室2厅1卫,南,精装修,低层/共32层,170,610,3,239,6,10000,0,839,2,609,3,749,4,942,0
宜昌,西陵,1300,1室1厅1卫,南北,精装修,低层/共30层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,1500,2室2厅1卫,南北,简单装修,中层/共7层,228,756,1,682,4,10000,0,707,1,88,7,305,12,402,3
宜昌,西陵,500,1室1厅1卫,南,简单装修,低层/共7层,361,812,1,723,5,1391,0,455,1,375,7,244,15,438,4
宜昌,西陵,1300,2室1厅1卫,南北,简单装修,共4层,178,895,1,1033,0,10000,0,984,0,615,4,439,6,10000,0
宜昌,西陵,1200,1室1厅1卫,南北,精装修,中层/共7层,377,880,1,199,3,1774,0,352,1,256,4,346,5,981,0
宜昌,西陵,2200,2室2厅1卫,南北,精装修,低层/共32层,114,642,2,603,3,10000,0,837,1,209,6,435,10,536,3
宜昌,西陵,1400,2室1厅1卫,南,简单装修,中层/共8层,75,199,7,417,3,1274,0,154,4,149,12,19,20,192,6
宜昌,西陵,2800,3室2厅1卫,南,精装修,中层/共27层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,500,1室1厅1卫,南,简单装修,低层/共7层,48,1131,0,547,3,900,1,553,2,537,5,226,7,1108,0
宜昌,西陵,3500,3室2厅2卫,南,精装修,高层/共25层,264,227,3,376,3,508,2,507,2,257,15,238,19,613,2
宜昌,西陵,1100,1室1厅1卫,南北,精装修,低层/共15层,200,1224,0,473,2,10000,0,10000,0,440,4,660,1,1535,0
宜昌,西陵,600,1室1厅1卫,南,精装修,中层/共30层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,2800,2室2厅1卫,南,精装修,中层/共19层,282,802,1,635,5,1303,0,317,1,254,7,78,17,420,4
宜昌,西陵,2599,2室2厅1卫,南北,精装修,低层/共12层,114,642,2,603,3,10000,0,837,1,209,6,435,10,536,3
宜昌,西陵,1200,1室1厅1卫,南北,精装修,中层/共28层,135,760,1,1230,0,774,2,1437,0,438,3,46,4,10000,0
宜昌,西陵,600,1室0厅1卫,东,精装修,低层/共6层,14,543,3,335,4,10000,0,683,2,450,3,593,5,1036,0
宜昌,西陵,2500,2室2厅1卫,南北,豪华装修,高层/共28层,310,941,0,364,2,1496,0,10000,0,585,5,593,4,1064,0
宜昌,西陵,2500,1室1厅1卫,南北,精装修,中层/共30层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,2200,2室1厅1卫,南,精装修,中层/共28层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,1500,1室1厅1卫,南北,精装修,低层/共28层,59,304,1,107,4,805,1,541,1,336,9,202,21,278,4
宜昌,西陵,2200,2室1厅1卫,南北,精装修,高层/共30层,152,479,5,483,3,1541,0,272,4,357,18,170,13,615,3
宜昌,西陵,2300,1室1厅1卫,南北,精装修,低层/共23层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,1500,1室0厅1卫,南北,精装修,中层/共30层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,2500,1室1厅1卫,南北,精装修,中层/共30层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,1100,1室1厅1卫,南北,精装修,低层/共28层,135,760,1,1230,0,774,2,1437,0,438,3,46,4,10000,0
宜昌,西陵,1500,2室1厅1卫,南,精装修,中层/共8层,117,541,4,380,4,10000,0,739,1,316,7,578,10,650,6
宜昌,西陵,3999,3室2厅2卫,南北,豪华装修,中层/共29层,152,479,5,483,3,1541,0,272,4,357,18,170,13,615,3
宜昌,西陵,3100,2室2厅1卫,南,精装修,高层/共18层,114,642,2,603,3,10000,0,837,1,209,6,435,10,536,3
宜昌,西陵,3000,2室2厅1卫,南北,精装修,中层/共28层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,1800,2室2厅1卫,南,精装修,中层/共8层,377,880,1,199,3,1774,0,352,1,256,4,346,5,981,0
宜昌,西陵,3000,2室2厅1卫,南,精装修,高层/共34层,105,438,1,264,5,900,1,419,1,413,9,333,20,373,4
宜昌,西陵,850,1室0厅1卫,南,简单装修,中层/共8层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,2300,2室2厅1卫,南北,精装修,高层/共30层,310,941,0,364,2,1496,0,10000,0,585,5,593,4,1064,0
宜昌,西陵,1600,2室1厅1卫,东,简单装修,中层/共8层,119,597,5,7,4,1238,0,552,2,55,11,235,18,295,6
宜昌,西陵,1500,2室2厅1卫,南北,简单装修,中层/共10层,173,798,1,221,3,416,2,948,0,48,2,48,8,916,0
宜昌,西陵,2300,2室2厅1卫,东,简单装修,低层/共19层,104,597,2,599,5,10000,0,724,1,169,8,311,14,331,3
宜昌,西陵,500,1室0厅1卫,南,精装修,中层/共7层,60,588,2,549,3,10000,0,783,1,155,7,381,12,482,3
宜昌,西陵,1500,2室2厅1卫,南,简单装修,低层/共7层,136,1353,0,1758,0,10000,0,10000,0,10000,0,10000,0,10000,0
宜昌,西陵,800,1室0厅1卫,东,简单装修,中层/共7层,243,771,2,622,5,10000,0,552,1,103,8,150,14,342,3
宜昌,西陵,3200,4室2厅2卫,东,精装修,高层/共35层,298,1343,0,1034,0,1449,0,806,1,473,3,217,4,606,1
宜昌,西陵,3000,2室2厅1卫,南,精装修,中层/共33层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,1000,2室2厅1卫,南,简单装修,中层/共7层,178,895,1,1033,0,10000,0,984,0,615,4,439,6,10000,0
宜昌,西陵,1500,1室0厅1卫,东南,精装修,高层/共33层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,2600,2室2厅1卫,南,精装修,中层/共24层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,1500,3室2厅2卫,南北,精装修,中层/共7层,377,880,1,199,3,1774,0,352,1,256,4,346,5,981,0
宜昌,西陵,3000,2室2厅1卫,南,精装修,高层/共28层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,2500,2室2厅1卫,南北,精装修,中层/共11层,120,560,2,60,5,10000,0,958,0,540,3,766,5,864,2
宜昌,西陵,2200,2室1厅1卫,南北,精装修,高层/共28层,152,479,5,483,3,1541,0,272,4,357,18,170,13,615,3
宜昌,西陵,1700,2室2厅1卫,东,精装修,中层/共7层,60,588,2,549,3,10000,0,783,1,155,7,381,12,482,3
宜昌,西陵,1200,1室1厅1卫,东,简单装修,低层/共8层,281,855,1,893,1,621,1,1486,0,235,4,235,4,615,1
宜昌,西陵,2100,1室1厅1卫,南北,简单装修,中层/共25层,17,258,5,309,4,1234,0,401,4,289,14,226,24,439,6
宜昌,西陵,850,1室1厅1卫,南,精装修,共5层,85,515,3,660,3,233,2,795,1,460,13,288,20,491,2
宜昌,西陵,2499,2室2厅1卫,南北,精装修,低层/共28层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,600,1室0厅1卫,南,精装修,低层/共30层,250,10000,0,10000,0,10000,0,10000,0,178,2,178,1,10000,0
宜昌,西陵,700,1室1厅1卫,南,精装修,中层/共7层,50,472,4,429,3,1177,0,244,2,15,14,151,13,845,1
宜昌,西陵,2699,2室2厅1卫,南北,精装修,高层/共30层,152,479,5,483,3,1541,0,272,4,357,18,170,13,615,3
宜昌,西陵,3500,3室2厅2卫,南北,精装修,高层/共26层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,500,1室1厅1卫,南,简单装修,低层/共7层,60,588,2,549,3,10000,0,783,1,155,7,381,12,482,3
宜昌,西陵,3200,4室3厅3卫,南北,精装修,高层/共16层,298,1343,0,1034,0,1449,0,806,1,473,3,217,4,606,1
宜昌,西陵,2100,2室1厅1卫,南,精装修,低层/共31层,170,610,3,239,6,10000,0,839,2,609,3,749,4,942,0
宜昌,西陵,1700,2室2厅1卫,南,简单装修,高层/共30层,145,10000,0,10000,0,10000,0,1238,0,10000,0,10000,0,10000,0
宜昌,西陵,3000,4室2厅2卫,南,精装修,中层/共30层,170,610,3,239,6,10000,0,839,2,609,3,749,4,942,0
宜昌,西陵,2700,1室1厅1卫,南北,简单装修,中层/共32层,59,304,1,107,4,805,1,541,1,336,9,202,21,278,4
宜昌,西陵,600,1室0厅1卫,南,精装修,低层/共32层,170,610,3,239,6,10000,0,839,2,609,3,749,4,942,0
宜昌,西陵,2599,2室2厅1卫,南,精装修,中层/共30层,104,597,2,599,5,10000,0,724,1,169,8,311,14,331,3
宜昌,西陵,1100,2室1厅1卫,东,简单装修,中层/共7层,281,855,1,893,1,621,1,1486,0,235,4,235,4,615,1
宜昌,西陵,2500,4室2厅1卫,南北,简单装修,高层/共31层,298,1343,0,1034,0,1449,0,806,1,473,3,217,4,606,1
宜昌,西陵,3800,3室2厅2卫,南北,精装修,高层/共28层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,2400,2室2厅1卫,南,简单装修,高层/共28层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,500,1室0厅1卫,南,简单装修,高层/共32层,122,300,6,475,4,10000,0,202,4,67,12,117,10,75,3
宜昌,西陵,2200,2室2厅1卫,西南,精装修,中层/共18层,85,563,3,319,4,10000,0,518,2,255,9,502,9,471,5
宜昌,西陵,8900,6室1厅1卫,南,简单装修,共2层,54,1105,0,423,3,771,1,266,2,778,3,553,6,1156,0
宜昌,西陵,2499,2室2厅1卫,南北,精装修,低层/共28层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,2700,2室2厅1卫,南,精装修,高层/共26层,347,362,3,432,1,10000,0,236,2,278,2,208,6,1852,0
宜昌,西陵,800,1室0厅1卫,东,简单装修,中层/共7层,243,771,2,622,5,10000,0,552,1,103,8,150,14,342,3
宜昌,西陵,3500,3室2厅2卫,南北,精装修,高层/共26层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,1900,2室2厅1卫,东,简单装修,低层/共7层,366,441,4,555,3,744,1,821,1,269,12,298,18,453,7
宜昌,西陵,2100,2室1厅1卫,南,精装修,低层/共31层,170,610,3,239,6,10000,0,839,2,609,3,749,4,942,0
宜昌,西陵,2500,2室2厅1卫,南北,精装修,中层/共11层,120,560,2,60,5,10000,0,958,0,540,3,766,5,864,2
宜昌,西陵,1100,2室1厅1卫,东,简单装修,中层/共7层,281,855,1,893,1,621,1,1486,0,235,4,235,4,615,1
宜昌,西陵,600,1室0厅1卫,南,精装修,低层/共7层,173,798,1,221,3,416,2,948,0,48,2,48,8,916,0
宜昌,西陵,3200,4室2厅2卫,东,精装修,高层/共35层,298,1343,0,1034,0,1449,0,806,1,473,3,217,4,606,1
宜昌,西陵,3200,4室3厅3卫,南北,精装修,高层/共16层,298,1343,0,1034,0,1449,0,806,1,473,3,217,4,606,1
宜昌,西陵,2200,2室2厅1卫,西南,精装修,中层/共18层,85,563,3,319,4,10000,0,518,2,255,9,502,9,471,5
宜昌,西陵,850,1室1厅1卫,南,精装修,共5层,85,515,3,660,3,233,2,795,1,460,13,288,20,491,2
宜昌,西陵,500,1室0厅1卫,南,简单装修,高层/共32层,122,300,6,475,4,10000,0,202,4,67,12,117,10,75,3
宜昌,西陵,2599,2室2厅1卫,南,精装修,中层/共30层,104,597,2,599,5,10000,0,724,1,169,8,311,14,331,3
宜昌,西陵,3000,2室2厅1卫,南,精装修,高层/共28层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,700,1室1厅1卫,南,精装修,中层/共7层,50,472,4,429,3,1177,0,244,2,15,14,151,13,845,1
宜昌,西陵,600,1室0厅1卫,南,精装修,低层/共32层,170,610,3,239,6,10000,0,839,2,609,3,749,4,942,0
宜昌,西陵,600,1室0厅1卫,南,精装修,低层/共30层,250,10000,0,10000,0,10000,0,10000,0,178,2,178,1,10000,0
宜昌,西陵,2700,3室2厅2卫,南北,精装修,中层/共24层,366,441,4,555,3,744,1,821,1,269,12,298,18,453,7
宜昌,西陵,2800,3室2厅1卫,南,豪华装修,中层/共7层,361,812,1,723,5,1391,0,455,1,375,7,244,15,438,4
宜昌,西陵,1500,1室1厅1卫,南北,简单装修,中层/共37层,105,438,1,264,5,900,1,419,1,413,9,333,20,373,4
宜昌,西陵,1200,1室1厅1卫,东,简单装修,低层/共8层,281,855,1,893,1,621,1,1486,0,235,4,235,4,615,1
宜昌,西陵,2700,2室2厅1卫,南北,精装修,中层/共35层,251,902,0,556,2,10000,0,771,1,525,6,177,11,669,3
宜昌,西陵,2500,1室1厅1卫,南,精装修,低层/共28层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,800,2室1厅1卫,南北,简单装修,中层/共8层,1053,1849,0,1524,0,2100,0,10000,0,880,1,1573,0,10000,0
宜昌,西陵,2200,2室2厅1卫,南北,精装修,中层/共30层,152,479,5,483,3,1541,0,272,4,357,18,170,13,615,3
宜昌,西陵,700,1室0厅1卫,南,毛坯,低层/共6层,309,430,3,172,3,10000,0,315,2,263,2,406,4,1440,0
宜昌,西陵,1700,1室1厅1卫,南,精装修,中层/共30层,226,537,3,288,3,1061,0,787,2,100,11,57,19,0,7
宜昌,西陵,1500,1室1厅1卫,南,豪华装修,低层/共28层,104,597,2,599,5,10000,0,724,1,169,8,311,14,331,3
宜昌,西陵,1200,1室0厅1卫,南,精装修,中层/共20层,190,0,5,86,4,785,1,370,3,120,15,295,14,792,5
宜昌,西陵,3000,4室2厅2卫,南北,精装修,低层/共28层,251,902,0,556,2,10000,0,771,1,525,6,177,11,669,3
宜昌,西陵,3500,3室2厅2卫,南,精装修,低层/共24层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,1600,3室1厅1卫,东,豪华装修,低层/共7层,377,880,1,199,3,1774,0,352,1,256,4,346,5,981,0
宜昌,西陵,2600,3室2厅1卫,东,精装修,高层/共33层,170,610,3,239,6,10000,0,839,2,609,3,749,4,942,0
宜昌,西陵,2500,2室2厅1卫,南北,精装修,中层/共30层,360,593,3,627,4,10000,0,590,2,348,3,491,7,1254,0
宜昌,西陵,1600,2室2厅1卫,东南,精装修,低层/共7层,14,543,3,335,4,10000,0,683,2,450,3,593,5,1036,0
宜昌,西陵,500,1室0厅1卫,南,简单装修,低层/共7层,60,588,2,549,3,10000,0,783,1,155,7,381,12,482,3
宜昌,西陵,1200,3室2厅1卫,南北,简单装修,中层/共8层,27,498,2,1142,0,864,1,10000,0,107,6,107,16,1260,0
宜昌,西陵,8666,6室2厅1卫,南北,精装修,共2层,282,802,1,635,5,1303,0,317,1,254,7,78,17,420,4
宜昌,西陵,1200,1室1厅1卫,南北,精装修,中层/共9层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,1000,2室1厅1卫,南北,简单装修,中层/共10层,173,798,1,221,3,416,2,948,0,48,2,48,8,916,0
宜昌,西陵,2900,2室1厅1卫,南北,精装修,低层/共30层,410,815,2,427,3,1298,0,813,1,238,9,134,17,146,3
宜昌,西陵,2400,3室2厅1卫,南,精装修,中层/共13层,440,636,2,895,1,865,1,962,0,537,1,130,3,1489,0
宜昌,西陵,2800,2室2厅1卫,南,精装修,中层/共28层,122,300,6,475,4,10000,0,202,4,67,12,117,10,75,3
宜昌,西陵,1400,2室2厅1卫,南,精装修,中层/共6层,86,491,6,160,3,1341,0,446,3,96,13,285,17,400,6
宜昌,西陵,1600,3室2厅1卫,南北,精装修,高层/共7层,1053,1849,0,1524,0,2100,0,10000,0,880,1,1573,0,10000,0
宜昌,西陵,2000,1室1厅1卫,南北,精装修,中层/共32层,226,537,3,288,3,1061,0,787,2,100,11,57,19,0,7
宜昌,西陵,1600,1室1厅1卫,南,精装修,中层/共30层,226,537,3,288,3,1061,0,787,2,100,11,57,19,0,7
宜昌,西陵,2800,2室2厅1卫,南北,简单装修,中层/共32层,211,545,3,474,3,10000,0,833,1,377,7,603,10,654,6
宜昌,西陵,1500,2室2厅1卫,南,精装修,中层/共6层,309,430,3,172,3,10000,0,315,2,263,2,406,4,1440,0
宜昌,西陵,3500,3室2厅2卫,南北,精装修,高层/共19层,114,642,2,603,3,10000,0,837,1,209,6,435,10,536,3
宜昌,西陵,1200,3室2厅1卫,南北,精装修,低层/共7层,10000,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0
宜昌,西陵,1900,3室2厅1卫,南北,精装修,高层/共7层,66,516,1,399,4,1155,0,631,1,276,9,201,19,313,4
宜昌,西陵,8000,2室1厅1卫,南,简单装修,高层/共28层,226,537,3,288,3,1061,0,787,2,100,11,57,19,0,7
宜昌,西陵,11000,3室2厅2卫,南,精装修,中层/共30层,226,537,3,288,3,1061,0,787,2,100,11,57,19,0,7
